r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
35	40	40	20	25	30	5	35	15	5	25	10	15	20	40	5	40	25	50	5	15	35	30	45	30	15	5	30	30	35	15	35	15	20	30	20	25	5	40	5	35	10	20	35	15	30	25	45	50	25
30	5	25	25	15	30	30	15	45	0	5	40	25	35	20	50	5	40	25	30	15	25	15	25	5	5	15	10	15	45	20	25	50	10	25	35	35	15	30	40	35	5	25	5	20	50	15	5	20	20
15	15	30	0	5	35	15	45	15	10	20	30	35	15	45	10	15	0	25	5	15	20	15	20	35	15	25	20	5	15	20	0	40	35	0	10	20	15	5	15	20	15	30	30	20	40	25	20	5	30
10	15	20	30	15	10	30	25	10	30	35	0	35	10	25	30	15	20	20	10	15	25	40	0	15	5	25	20	45	10	25	10	40	15	20	25	25	25	20	30	10	20	35	5	40	10	10	35	30	30
15	10	35	0	0	15	25	15	30	35	45	0	35	15	5	5	10	25	20	25	20	15	20	20	40	40	40	30	45	50	15	45	40	50	20	25	40	45	25	35	30	15	40	15	5	5	15	0	15	35
15	0	35	40	40	15	25	45	30	10	50	25	35	15	5	10	0	0	20	40	20	50	25	15	35	20	15	20	30	25	5	50	25	25	0	25	15	25	0	35	35	50	25	20	50	10	20	35	25	35
35	5	30	15	20	30	20	40	15	25	10	15	15	25	35	5	5	30	15	20	25	15	25	30	30	30	15	25	25	35	45	10	35	25	20	35	5	25	5	25	15	40	30	15	25	15	5	25	45	15
20	45	25	25	25	10	35	30	10	35	20	30	15	25	30	10	45	20	15	30	25	0	20	25	35	25	30	25	5	20	40	5	30	30	15	15	0	30	5	15	5	20	35	25	25	40	0	50	5	20
30	30	30	5	25	35	35	15	30	30	5	35	15	40	25	10	30	10	45	5	25	15	30	5	25	25	20	30	30	25	40	35	30	20	25	40	15	25	0	40	40	25	35	40	40	0	0	40	25	40
35	35	40	15	40	25	10	5	40	10	25	40	15	10	40	30	35	35	35	25	25	50	50	40	25	25	40	20	50	5	30	30	20	35	40	20	10	35	15	25	30	35	20	30	10	40	35	35	25	5
15	10	25	15	25	40	30	20	25	20	10	20	15	5	40	35	10	20	30	30	25	30	35	25	45	30	35	15	30	35	10	35	20	15	25	15	20	40	20	20	40	35	10	25	30	35	30	25	15	20
35	10	5	20	20	5	20	30	40	30	35	25	20	25	20	30	10	25	45	25	25	30	30	40	5	40	30	20	25	40	5	5	0	10	25	30	25	50	25	25	10	10	40	25	5	25	40	0	20	10
15	30	20	40	0	20	25	15	0	30	50	45	20	15	25	45	30	25	40	15	25	30	10	25	40	5	50	50	35	50	40	10	10	10	25	40	20	15	15	20	15	35	20	35	5	40	25	25	35	10
40	15	10	50	40	40	35	30	40	20	25	25	25	5	40	0	15	20	30	25	25	30	0	35	35	40	35	25	0	35	15	30	35	25	25	35	15	25	25	20	20	25	15	15	35	45	30	10	15	25
25	20	30	15	5	15	15	25	25	30	30	25	25	30	25	30	20	40	30	40	25	10	40	10	50	30	20	20	50	20	25	35	40	15	40	35	15	15	5	35	5	30	25	15	15	50	45	10	25	25
25	50	50	50	15	45	35	50	50	35	10	0	35	20	25	35	50	5	35	25	25	25	30	20	15	50	35	45	20	30	15	25	15	40	30	30	5	10	20	35	15	30	5	20	25	30	35	5	25	0
30	35	25	20	25	30	15	20	30	35	35	0	20	40	25	15	35	5	20	30	30	35	45	45	40	40	30	0	35	25	20	40	50	20	45	10	15	5	30	5	30	15	25	15	25	20	30	45	50	25
20	40	25	5	30	10	35	15	15	10	0	10	20	20	0	45	40	0	15	15	30	30	35	5	5	20	35	10	15	35	30	25	30	25	10	40	25	40	35	30	30	20	30	40	50	30	25	25	35	30
20	20	30	40	20	30	20	0	10	40	0	30	25	10	35	5	20	50	40	30	30	35	5	20	20	35	15	15	25	10	20	45	10	30	10	15	15	35	15	25	10	40	5	15	25	20	35	20	15	20
35	40	20	30	30	35	35	15	30	10	35	25	35	50	25	40	40	45	30	5	30	0	30	35	30	20	50	45	45	10	10	25	20	30	45	5	25	10	50	15	15	35	30	10	35	35	45	15	20	10
15	25	25	50	5	10	0	25	35	35	30	35	50	35	35	35	25	0	40	15	30	25	10	20	40	35	40	20	30	25	15	40	10	15	25	35	30	25	35	40	35	50	5	30	25	35	50	15	5	20
20	20	30	0	15	10	0	10	25	20	35	20	5	35	0	15	20	25	25	15	35	10	20	15	15	10	15	20	15	10	35	50	45	40	30	50	15	10	45	40	5	20	25	15	25	30	30	30	20	25
45	5	10	20	15	50	40	45	5	35	30	5	5	15	40	25	5	25	35	35	35	20	30	20	40	45	35	20	20	5	20	25	0	30	20	40	40	40	25	5	20	25	50	35	40	20	25	5	15	20
35	15	40	20	15	35	15	30	40	35	30	25	15	40	15	5	15	30	15	15	35	25	0	0	30	20	20	50	35	15	10	45	35	25	30	15	20	20	35	0	35	40	35	20	45	15	30	30	30	25
10	20	5	30	45	15	35	25	20	10	30	35	15	15	25	15	20	40	40	20	35	30	30	30	10	5	5	5	15	5	20	20	40	30	25	25	15	45	40	35	35	10	25	25	10	25	30	5	20	45
40	0	35	25	15	35	5	5	35	25	20	45	30	25	25	25	0	35	5	40	35	30	15	30	10	40	25	25	40	5	25	25	40	5	30	10	15	15	20	20	50	20	40	30	25	25	15	40	20	30
30	45	25	50	10	30	0	35	20	30	25	15	30	30	30	25	45	35	10	15	35	10	10	5	20	20	10	30	35	40	35	25	20	30	40	35	10	15	5	10	15	5	20	35	30	30	40	15	35	10
15	35	15	20	45	15	30	40	30	30	35	40	40	35	10	5	35	20	35	45	35	5	40	5	15	10	30	30	20	20	15	35	20	15	35	25	15	10	25	20	20	10	20	25	35	5	35	50	50	35
35	15	5	15	10	15	20	30	30	30	35	25	40	35	40	15	15	40	15	50	35	40	40	30	35	30	25	30	5	25	20	30	35	10	35	20	15	30	30	5	25	10	35	5	25	30	15	15	35	15
25	30	35	25	20	15	30	30	40	50	20	15	15	20	15	20	30	15	10	20	40	10	35	5	35	10	40	50	20	5	20	20	20	25	15	20	40	35	20	30	15	10	35	5	30	40	40	30	20	30
20	35	25	30	25	35	0	30	15	30	5	15	25	15	20	40	35	35	15	10	40	20	5	0	5	45	25	25	50	10	25	20	15	5	15	20	50	30	5	20	50	40	10	20	20	10	45	35	45	30
25	15	35	30	30	30	30	15	35	25	25	15	25	30	10	20	15	50	30	35	45	35	5	50	25	50	40	20	30	0	15	40	5	25	0	5	50	5	10	25	15	15	20	30	20	10	30	30	20	30
5	25	10	40	20	40	50	50	25	15	0	25	35	20	20	25	25	30	30	40	45	45	30	15	30	30	5	20	25	25	5	25	30	5	5	10	5	10	5	30	40	10	15	35	15	25	15	50	30	30
45	50	20	10	25	5	25	5	30	25	0	25	35	20	20	50	50	20	25	0	45	20	5	15	15	35	50	25	10	30	25	25	20	25	5	15	15	35	50	25	15	35	25	40	15	15	25	30	40	5
15	35	15	10	5	10	0	25	20	25	10	45	5	35	5	25	35	30	25	10	50	15	30	35	25	30	5	25	20	40	20	15	35	0	20	20	5	30	35	5	15	40	0	25	35	30	30	25	0	50
